id,subject,tag,question,choice1,choice2,choice3,choice4,answer,explanation,core_id,source
11,1,애자일 방법론,다음 중 애자일(Agile) 소프트웨어 개발의 주요 방법론이 아닌 것은?,칸반(Kanban),CBD(Component Based Development),스크럼(Scrum),XP(eXtreme Programming),2,"애자일의 대표 방법론은 스크럼, XP, 기능중심개발(FDD), 칸반, Lean 등이며 CBD는 컴포넌트 기반 개발 방법론으로 애자일 계열이 아니다.",3,concept
12,1,애자일 방법론,다음 중 애자일(Agile) 소프트웨어 개발의 주요 방법론이 아닌 것은?,CBD(Component Based Development),칸반(Kanban),XP(eXtreme Programming),스크럼(Scrum),1,"애자일의 대표 방법론은 스크럼, XP, 기능중심개발(FDD), 칸반, Lean 등이며 CBD는 컴포넌트 기반 개발 방법론으로 애자일 계열이 아니다.",3,concept
13,1,애자일 선언 핵심가치,애자일 개발 4가지 핵심 가치로 옳지 않은 것은?,프로세스와 도구보다 개인과 상호작용,방대한 문서보다 실행되는 SW,계약 협상보다 고객과의 협업,철저한 계획 준수보다 절차 표준화,4,"애자일 4대 가치는 개인과 상호작용, 실행되는 SW, 고객과의 협업, 그리고 계획을 따르기보다 변화에 대응하는 것이다.",4,concept
14,1,애자일 선언 핵심가치,애자일 개발 4가지 핵심 가치로 옳지 않은 것은?,방대한 문서보다 실행되는 SW,계약 협상보다 고객과의 협업,철저한 계획 준수보다 절차 표준화,프로세스와 도구보다 개인과 상호작용,3,"애자일 4대 가치는 개인과 상호작용, 실행되는 SW, 고객과의 협업, 그리고 계획을 따르기보다 변화에 대응하는 것이다.",4,concept
15,1,애자일 선언 핵심가치,다음 중 애자일 개발 4가지 핵심 가치로 옳지 않은 것은?,계약 협상보다 고객과의 협업,철저한 계획 준수보다 절차 표준화,프로세스와 도구보다 개인과 상호작용,방대한 문서보다 실행되는 SW,2,"애자일 4대 가치는 개인과 상호작용, 실행되는 SW, 고객과의 협업, 그리고 계획을 따르기보다 변화에 대응하는 것이다.",4,concept
16,1,애자일 선언 핵심가치,보기 중에서 애자일 개발 4가지 핵심 가치로 옳지 않은 것은?,철저한 계획 준수보다 절차 표준화,계약 협상보다 고객과의 협업,방대한 문서보다 실행되는 SW,프로세스와 도구보다 개인과 상호작용,1,"애자일 4대 가치는 개인과 상호작용, 실행되는 SW, 고객과의 협업, 그리고 계획을 따르기보다 변화에 대응하는 것이다.",4,concept
17,1,XP 핵심가치,XP(eXtreme Programming)의 핵심 가치에 해당하지 않는 것은?,의사소통(Communication),단순성(Simplicity),표준화(Standardization),피드백(Feedback),3,"XP의 5대 핵심 가치는 의사소통, 단순성, 용기, 존중, 피드백이다.",5,concept
18,1,XP 핵심가치,XP(eXtreme Programming)의 핵심 가치에 해당하지 않는 것은?,단순성(Simplicity),표준화(Standardization),피드백(Feedback),의사소통(Communication),2,"XP의 5대 핵심 가치는 의사소통, 단순성, 용기, 존중, 피드백이다.",5,concept
19,1,XP 핵심가치,다음 중 XP(eXtreme Programming)의 핵심 가치에 해당하지 않는 것은?,표준화(Standardization),피드백(Feedback),의사소통(Communication),단순성(Simplicity),1,"XP의 5대 핵심 가치는 의사소통, 단순성, 용기, 존중, 피드백이다.",5,concept
20,1,XP 핵심가치,보기 중에서 XP(eXtreme Programming)의 핵심 가치에 해당하지 않는 것은?,피드백(Feedback),표준화(Standardization),단순성(Simplicity),의사소통(Communication),2,"XP의 5대 핵심 가치는 의사소통, 단순성, 용기, 존중, 피드백이다.",5,concept
21,1,비기능 요구사항,다음 중 비기능 요구사항에 해당하지 않는 것은?,성능 요구사항,보안 요구사항,기능 요구사항,인터페이스 요구사항,3,"비기능 요구사항은 성능·보안·품질·제약사항·인터페이스 등을 다루며, 시스템이 '무엇을' 하는지를 정의하는 기능 요구사항과는 구분된다.",6,concept
22,1,비기능 요구사항,다음 중 비기능 요구사항에 해당하지 않는 것은?,보안 요구사항,기능 요구사항,인터페이스 요구사항,성능 요구사항,2,"비기능 요구사항은 성능·보안·품질·제약사항·인터페이스 등을 다루며, 시스템이 '무엇을' 하는지를 정의하는 기능 요구사항과는 구분된다.",6,concept
23,1,비기능 요구사항,다음 중 비기능 요구사항에 해당하지 않는 것은?,기능 요구사항,인터페이스 요구사항,성능 요구사항,보안 요구사항,1,"비기능 요구사항은 성능·보안·품질·제약사항·인터페이스 등을 다루며, 시스템이 '무엇을' 하는지를 정의하는 기능 요구사항과는 구분된다.",6,concept
24,1,비기능 요구사항,다음 중 비기능 요구사항에 해당하지 않는 것은?,인터페이스 요구사항,기능 요구사항,보안 요구사항,성능 요구사항,2,"비기능 요구사항은 성능·보안·품질·제약사항·인터페이스 등을 다루며, 시스템이 '무엇을' 하는지를 정의하는 기능 요구사항과는 구분된다.",6,concept
25,1,요구사항 개발 프로세스,요구사항 개발 프로세스의 순서로 옳은 것은?,도출→분석→명세→확인,분석→도출→확인→명세,명세→확인→도출→분석,확인→도출→분석→명세,1,요구사항 개발은 도출(Elicitation)→분석(Analysis)→명세(Specification)→확인(Validation) 순으로 진행된다.,7,concept
26,1,요구사항 개발 프로세스,요구사항 개발 프로세스의 순서로 옳은 것은?,분석→도출→확인→명세,명세→확인→도출→분석,확인→도출→분석→명세,도출→분석→명세→확인,4,요구사항 개발은 도출(Elicitation)→분석(Analysis)→명세(Specification)→확인(Validation) 순으로 진행된다.,7,concept
27,1,요구사항 개발 프로세스,다음 중 요구사항 개발 프로세스의 순서로 옳은 것은?,명세→확인→도출→분석,확인→도출→분석→명세,도출→분석→명세→확인,분석→도출→확인→명세,3,요구사항 개발은 도출(Elicitation)→분석(Analysis)→명세(Specification)→확인(Validation) 순으로 진행된다.,7,concept
28,1,요구사항 개발 프로세스,보기 중에서 요구사항 개발 프로세스의 순서로 옳은 것은?,확인→도출→분석→명세,명세→확인→도출→분석,분석→도출→확인→명세,도출→분석→명세→확인,4,요구사항 개발은 도출(Elicitation)→분석(Analysis)→명세(Specification)→확인(Validation) 순으로 진행된다.,7,concept
29,1,자료 흐름도,자료 흐름도(DFD)에서 원(○) 기호가 나타내는 구성 요소는?,프로세스(Process),자료 흐름(Data Flow),자료 저장소(Data Store),단말(Terminator),1,"DFD에서 프로세스는 원, 자료 흐름은 화살표, 자료 저장소는 두 줄, 단말은 사각형으로 표기한다.",8,concept
30,1,자료 흐름도,자료 흐름도(DFD)에서 원(○) 기호가 나타내는 구성 요소는?,자료 흐름(Data Flow),자료 저장소(Data Store),단말(Terminator),프로세스(Process),4,"DFD에서 프로세스는 원, 자료 흐름은 화살표, 자료 저장소는 두 줄, 단말은 사각형으로 표기한다.",8,concept
31,1,자료 흐름도,다음 중 자료 흐름도(DFD)에서 원(○) 기호가 나타내는 구성 요소는?,자료 저장소(Data Store),단말(Terminator),프로세스(Process),자료 흐름(Data Flow),3,"DFD에서 프로세스는 원, 자료 흐름은 화살표, 자료 저장소는 두 줄, 단말은 사각형으로 표기한다.",8,concept
32,1,자료 흐름도,보기 중에서 자료 흐름도(DFD)에서 원(○) 기호가 나타내는 구성 요소는?,단말(Terminator),자료 저장소(Data Store),자료 흐름(Data Flow),프로세스(Process),4,"DFD에서 프로세스는 원, 자료 흐름은 화살표, 자료 저장소는 두 줄, 단말은 사각형으로 표기한다.",8,concept
33,1,자료 사전 표기 기호,자료 사전(Data Dictionary) 표기 기호 중 '반복'을 의미하는 것은?,=,( ),[ | ],{ },4,"자료 사전 표기에서 =는 정의, +는 연결, ( )는 생략, [ | ]는 선택, { }는 반복, * *는 설명을 의미한다.",9,concept
34,1,자료 사전 표기 기호,자료 사전(Data Dictionary) 표기 기호 중 '반복'을 의미하는 것은?,( ),[ | ],{ },=,3,"자료 사전 표기에서 =는 정의, +는 연결, ( )는 생략, [ | ]는 선택, { }는 반복, * *는 설명을 의미한다.",9,concept
35,1,자료 사전 표기 기호,다음 중 자료 사전(Data Dictionary) 표기 기호 중 '반복'을 의미하는 것은?,[ | ],{ },=,( ),2,"자료 사전 표기에서 =는 정의, +는 연결, ( )는 생략, [ | ]는 선택, { }는 반복, * *는 설명을 의미한다.",9,concept
36,1,자료 사전 표기 기호,보기 중에서 자료 사전(Data Dictionary) 표기 기호 중 '반복'을 의미하는 것은?,{ },[ | ],( ),=,1,"자료 사전 표기에서 =는 정의, +는 연결, ( )는 생략, [ | ]는 선택, { }는 반복, * *는 설명을 의미한다.",9,concept
37,1,HIPO,"하향식 소프트웨어 개발을 위한 문서화 도구로, 기능과 자료의 의존관계를 동시에 표현할 수 있는 것은?",HIPO,UML,DFD,ERD,1,"HIPO(Hierarchy plus Input-Process-Output)는 하향식 개발을 위한 문서화 도구로, 기호와 도표로 이해하기 쉽게 구성되며 기능-자료 의존관계를 함께 표현한다.",10,concept
38,1,HIPO,"하향식 소프트웨어 개발을 위한 문서화 도구로, 기능과 자료의 의존관계를 동시에 표현할 수 있는 것은?",UML,DFD,ERD,HIPO,4,"HIPO(Hierarchy plus Input-Process-Output)는 하향식 개발을 위한 문서화 도구로, 기호와 도표로 이해하기 쉽게 구성되며 기능-자료 의존관계를 함께 표현한다.",10,concept
39,1,HIPO,"다음 중 하향식 소프트웨어 개발을 위한 문서화 도구로, 기능과 자료의 의존관계를 동시에 표현할 수 있는 것은?",DFD,ERD,HIPO,UML,3,"HIPO(Hierarchy plus Input-Process-Output)는 하향식 개발을 위한 문서화 도구로, 기호와 도표로 이해하기 쉽게 구성되며 기능-자료 의존관계를 함께 표현한다.",10,concept
40,1,HIPO,"보기 중에서 하향식 소프트웨어 개발을 위한 문서화 도구로, 기능과 자료의 의존관계를 동시에 표현할 수 있는 것은?",ERD,DFD,UML,HIPO,4,"HIPO(Hierarchy plus Input-Process-Output)는 하향식 개발을 위한 문서화 도구로, 기호와 도표로 이해하기 쉽게 구성되며 기능-자료 의존관계를 함께 표현한다.",10,concept
41,1,UML 관계,UML에서 '하나의 사물이 다른 사물에 비해 더 일반적인지 구체적인지'를 표현하는 관계는?,일반화(Generalization),의존(Dependency),실체화(Realization),연관(Association),1,"일반화 관계는 사물 간의 일반-특수 관계를, 의존 관계는 짧은 시간 영향을 주는 관계를, 실체화 관계는 할 수 있거나 해야 하는 기능으로 그룹화하는 관계를 표현한다.",11,concept
42,1,UML 관계,UML에서 '하나의 사물이 다른 사물에 비해 더 일반적인지 구체적인지'를 표현하는 관계는?,의존(Dependency),실체화(Realization),연관(Association),일반화(Generalization),4,"일반화 관계는 사물 간의 일반-특수 관계를, 의존 관계는 짧은 시간 영향을 주는 관계를, 실체화 관계는 할 수 있거나 해야 하는 기능으로 그룹화하는 관계를 표현한다.",11,concept
43,1,UML 관계,다음 중 UML에서 '하나의 사물이 다른 사물에 비해 더 일반적인지 구체적인지'를 표현하는 관계는?,실체화(Realization),연관(Association),일반화(Generalization),의존(Dependency),3,"일반화 관계는 사물 간의 일반-특수 관계를, 의존 관계는 짧은 시간 영향을 주는 관계를, 실체화 관계는 할 수 있거나 해야 하는 기능으로 그룹화하는 관계를 표현한다.",11,concept
44,1,UML 관계,보기 중에서 UML에서 '하나의 사물이 다른 사물에 비해 더 일반적인지 구체적인지'를 표현하는 관계는?,연관(Association),실체화(Realization),의존(Dependency),일반화(Generalization),4,"일반화 관계는 사물 간의 일반-특수 관계를, 의존 관계는 짧은 시간 영향을 주는 관계를, 실체화 관계는 할 수 있거나 해야 하는 기능으로 그룹화하는 관계를 표현한다.",11,concept
45,1,UML 구조 다이어그램,다음 중 UML의 구조적(Structural) 다이어그램이 아닌 것은?,클래스 다이어그램,컴포넌트 다이어그램,배치 다이어그램,상태 다이어그램,4,"상태 다이어그램은 시간에 따른 객체의 행위를 표현하는 행위(Behavioral) 다이어그램이며, 클래스·컴포넌트·배치·패키지 다이어그램 등은 구조적 다이어그램이다.",12,concept
46,1,UML 구조 다이어그램,다음 중 UML의 구조적(Structural) 다이어그램이 아닌 것은?,컴포넌트 다이어그램,배치 다이어그램,상태 다이어그램,클래스 다이어그램,3,"상태 다이어그램은 시간에 따른 객체의 행위를 표현하는 행위(Behavioral) 다이어그램이며, 클래스·컴포넌트·배치·패키지 다이어그램 등은 구조적 다이어그램이다.",12,concept
47,1,UML 구조 다이어그램,다음 중 UML의 구조적(Structural) 다이어그램이 아닌 것은?,배치 다이어그램,상태 다이어그램,클래스 다이어그램,컴포넌트 다이어그램,2,"상태 다이어그램은 시간에 따른 객체의 행위를 표현하는 행위(Behavioral) 다이어그램이며, 클래스·컴포넌트·배치·패키지 다이어그램 등은 구조적 다이어그램이다.",12,concept
48,1,UML 구조 다이어그램,다음 중 UML의 구조적(Structural) 다이어그램이 아닌 것은?,상태 다이어그램,배치 다이어그램,컴포넌트 다이어그램,클래스 다이어그램,1,"상태 다이어그램은 시간에 따른 객체의 행위를 표현하는 행위(Behavioral) 다이어그램이며, 클래스·컴포넌트·배치·패키지 다이어그램 등은 구조적 다이어그램이다.",12,concept
49,1,UML 행위 다이어그램,다음 중 UML의 행위(Behavioral) 다이어그램이 아닌 것은?,유스케이스 다이어그램,순차 다이어그램,객체 다이어그램,활동 다이어그램,3,"객체 다이어그램은 구조적 다이어그램이며, 유스케이스·순차·상태·활동 다이어그램 등은 행위 다이어그램이다.",13,concept
50,1,UML 행위 다이어그램,다음 중 UML의 행위(Behavioral) 다이어그램이 아닌 것은?,순차 다이어그램,객체 다이어그램,활동 다이어그램,유스케이스 다이어그램,2,"객체 다이어그램은 구조적 다이어그램이며, 유스케이스·순차·상태·활동 다이어그램 등은 행위 다이어그램이다.",13,concept
51,1,UML 행위 다이어그램,다음 중 UML의 행위(Behavioral) 다이어그램이 아닌 것은?,객체 다이어그램,활동 다이어그램,유스케이스 다이어그램,순차 다이어그램,1,"객체 다이어그램은 구조적 다이어그램이며, 유스케이스·순차·상태·활동 다이어그램 등은 행위 다이어그램이다.",13,concept
52,1,UML 행위 다이어그램,다음 중 UML의 행위(Behavioral) 다이어그램이 아닌 것은?,활동 다이어그램,객체 다이어그램,순차 다이어그램,유스케이스 다이어그램,2,"객체 다이어그램은 구조적 다이어그램이며, 유스케이스·순차·상태·활동 다이어그램 등은 행위 다이어그램이다.",13,concept
53,1,스테레오 타입,UML에서 기본 기능 외 추가 기능을 표현하기 위해 겹화살괄호(<< >>) 사이에 형태를 기술하는 것은?,스테레오 타입,가시성,다중성,인터페이스,1,스테레오 타입은 길러멧(Guillemet)이라 부르는 << >> 사이에 추가 기능을 표현하기 위해 사용한다.,14,concept
54,1,스테레오 타입,UML에서 기본 기능 외 추가 기능을 표현하기 위해 겹화살괄호(<< >>) 사이에 형태를 기술하는 것은?,가시성,다중성,인터페이스,스테레오 타입,4,스테레오 타입은 길러멧(Guillemet)이라 부르는 << >> 사이에 추가 기능을 표현하기 위해 사용한다.,14,concept
55,1,스테레오 타입,다음 중 UML에서 기본 기능 외 추가 기능을 표현하기 위해 겹화살괄호(<< >>) 사이에 형태를 기술하는 것은?,다중성,인터페이스,스테레오 타입,가시성,3,스테레오 타입은 길러멧(Guillemet)이라 부르는 << >> 사이에 추가 기능을 표현하기 위해 사용한다.,14,concept
56,1,스테레오 타입,보기 중에서 UML에서 기본 기능 외 추가 기능을 표현하기 위해 겹화살괄호(<< >>) 사이에 형태를 기술하는 것은?,인터페이스,다중성,가시성,스테레오 타입,4,스테레오 타입은 길러멧(Guillemet)이라 부르는 << >> 사이에 추가 기능을 표현하기 위해 사용한다.,14,concept
57,1,유스케이스 액터,"유스케이스 다이어그램에서 시스템을 사용함으로써 이득을 얻는, 주로 사람에 해당하는 액터는?",주액터,부액터,가상액터,시스템액터,1,"주액터는 시스템 사용으로 이득을 얻는 대상(주로 사람)이고, 부액터는 주액터의 목적 달성을 위해 서비스를 제공하는 외부 시스템(조직·기관 등)이다.",15,concept
58,1,유스케이스 액터,"유스케이스 다이어그램에서 시스템을 사용함으로써 이득을 얻는, 주로 사람에 해당하는 액터는?",부액터,가상액터,시스템액터,주액터,4,"주액터는 시스템 사용으로 이득을 얻는 대상(주로 사람)이고, 부액터는 주액터의 목적 달성을 위해 서비스를 제공하는 외부 시스템(조직·기관 등)이다.",15,concept
59,1,유스케이스 액터,"다음 중 유스케이스 다이어그램에서 시스템을 사용함으로써 이득을 얻는, 주로 사람에 해당하는 액터는?",가상액터,시스템액터,주액터,부액터,3,"주액터는 시스템 사용으로 이득을 얻는 대상(주로 사람)이고, 부액터는 주액터의 목적 달성을 위해 서비스를 제공하는 외부 시스템(조직·기관 등)이다.",15,concept
60,1,유스케이스 액터,"보기 중에서 유스케이스 다이어그램에서 시스템을 사용함으로써 이득을 얻는, 주로 사람에 해당하는 액터는?",시스템액터,가상액터,부액터,주액터,4,"주액터는 시스템 사용으로 이득을 얻는 대상(주로 사람)이고, 부액터는 주액터의 목적 달성을 위해 서비스를 제공하는 외부 시스템(조직·기관 등)이다.",15,concept
61,1,사용자 인터페이스 구분,아이콘이나 메뉴를 마우스로 선택하여 작업을 수행하는 그래픽 환경의 인터페이스는?,CLI,GUI,NUI,VUI,2,"GUI(Graphical User Interface)는 아이콘·메뉴를 마우스로 선택하는 그래픽 인터페이스이며, CLI는 명령과 출력이 텍스트로 이뤄지는 인터페이스, NUI는 말·행동으로 조작하는 인터페이스이다.",16,concept
62,1,사용자 인터페이스 구분,아이콘이나 메뉴를 마우스로 선택하여 작업을 수행하는 그래픽 환경의 인터페이스는?,GUI,NUI,VUI,CLI,1,"GUI(Graphical User Interface)는 아이콘·메뉴를 마우스로 선택하는 그래픽 인터페이스이며, CLI는 명령과 출력이 텍스트로 이뤄지는 인터페이스, NUI는 말·행동으로 조작하는 인터페이스이다.",16,concept
63,1,사용자 인터페이스 구분,다음 중 아이콘이나 메뉴를 마우스로 선택하여 작업을 수행하는 그래픽 환경의 인터페이스는?,NUI,VUI,CLI,GUI,4,"GUI(Graphical User Interface)는 아이콘·메뉴를 마우스로 선택하는 그래픽 인터페이스이며, CLI는 명령과 출력이 텍스트로 이뤄지는 인터페이스, NUI는 말·행동으로 조작하는 인터페이스이다.",16,concept
64,1,사용자 인터페이스 구분,보기 중에서 아이콘이나 메뉴를 마우스로 선택하여 작업을 수행하는 그래픽 환경의 인터페이스는?,VUI,NUI,GUI,CLI,3,"GUI(Graphical User Interface)는 아이콘·메뉴를 마우스로 선택하는 그래픽 인터페이스이며, CLI는 명령과 출력이 텍스트로 이뤄지는 인터페이스, NUI는 말·행동으로 조작하는 인터페이스이다.",16,concept
65,1,UI 기본 원칙,"사용자 인터페이스의 기본 원칙 중, 사용자의 목적을 정확하고 완벽하게 달성해야 한다는 원칙은?",직관성,유효성,학습성,유연성,2,"직관성은 누구나 쉽게 이해·사용할 수 있어야 함을, 유효성은 목적을 정확·완벽하게 달성해야 함을, 학습성은 누구나 쉽게 배우고 익힐 수 있어야 함을 의미한다.",17,concept
66,1,UI 기본 원칙,"사용자 인터페이스의 기본 원칙 중, 사용자의 목적을 정확하고 완벽하게 달성해야 한다는 원칙은?",유효성,학습성,유연성,직관성,1,"직관성은 누구나 쉽게 이해·사용할 수 있어야 함을, 유효성은 목적을 정확·완벽하게 달성해야 함을, 학습성은 누구나 쉽게 배우고 익힐 수 있어야 함을 의미한다.",17,concept
67,1,UI 기본 원칙,"다음 중 사용자 인터페이스의 기본 원칙 중, 사용자의 목적을 정확하고 완벽하게 달성해야 한다는 원칙은?",학습성,유연성,직관성,유효성,4,"직관성은 누구나 쉽게 이해·사용할 수 있어야 함을, 유효성은 목적을 정확·완벽하게 달성해야 함을, 학습성은 누구나 쉽게 배우고 익힐 수 있어야 함을 의미한다.",17,concept
68,1,UI 기본 원칙,"보기 중에서 사용자 인터페이스의 기본 원칙 중, 사용자의 목적을 정확하고 완벽하게 달성해야 한다는 원칙은?",유연성,학습성,유효성,직관성,3,"직관성은 누구나 쉽게 이해·사용할 수 있어야 함을, 유효성은 목적을 정확·완벽하게 달성해야 함을, 학습성은 누구나 쉽게 배우고 익힐 수 있어야 함을 의미한다.",17,concept
69,1,목업,"와이어프레임보다 좀 더 실제 화면과 유사하게 만들지만, 시각적으로 구성요소만 배치할 뿐 실제로 구현되지는 않는 정적 모형은?",목업(Mockup),프로토타입,유스케이스,스토리보드,1,"목업은 실제 화면과 유사한 정적 형태의 모형으로, 시각적 배치만 보여줄 뿐 실제 기능은 구현되지 않는다.",18,concept
70,1,목업,"와이어프레임보다 좀 더 실제 화면과 유사하게 만들지만, 시각적으로 구성요소만 배치할 뿐 실제로 구현되지는 않는 정적 모형은?",프로토타입,유스케이스,스토리보드,목업(Mockup),4,"목업은 실제 화면과 유사한 정적 형태의 모형으로, 시각적 배치만 보여줄 뿐 실제 기능은 구현되지 않는다.",18,concept
71,1,목업,"다음 중 와이어프레임보다 좀 더 실제 화면과 유사하게 만들지만, 시각적으로 구성요소만 배치할 뿐 실제로 구현되지는 않는 정적 모형은?",유스케이스,스토리보드,목업(Mockup),프로토타입,3,"목업은 실제 화면과 유사한 정적 형태의 모형으로, 시각적 배치만 보여줄 뿐 실제 기능은 구현되지 않는다.",18,concept
72,1,목업,"보기 중에서 와이어프레임보다 좀 더 실제 화면과 유사하게 만들지만, 시각적으로 구성요소만 배치할 뿐 실제로 구현되지는 않는 정적 모형은?",스토리보드,유스케이스,프로토타입,목업(Mockup),4,"목업은 실제 화면과 유사한 정적 형태의 모형으로, 시각적 배치만 보여줄 뿐 실제 기능은 구현되지 않는다.",18,concept
73,1,ISO/IEC 9126 품질특성,"ISO/IEC 9126 품질 특성 중, 사용자가 쉽게 배우고 사용할 수 있는 정도를 나타내는 것은?",기능성(Functionality),신뢰성(Reliability),사용성(Usability),이식성(Portability),3,"사용성은 사용자가 쉽게 배우고 사용할 수 있는 정도를, 기능성은 요구사항을 정확히 만족하는 기능 제공 여부를, 신뢰성은 오류 없이 기능을 수행할 수 있는 정도를 나타낸다.",19,concept
74,1,ISO/IEC 9126 품질특성,"ISO/IEC 9126 품질 특성 중, 사용자가 쉽게 배우고 사용할 수 있는 정도를 나타내는 것은?",신뢰성(Reliability),사용성(Usability),이식성(Portability),기능성(Functionality),2,"사용성은 사용자가 쉽게 배우고 사용할 수 있는 정도를, 기능성은 요구사항을 정확히 만족하는 기능 제공 여부를, 신뢰성은 오류 없이 기능을 수행할 수 있는 정도를 나타낸다.",19,concept
75,1,ISO/IEC 9126 품질특성,"다음 중 ISO/IEC 9126 품질 특성 중, 사용자가 쉽게 배우고 사용할 수 있는 정도를 나타내는 것은?",사용성(Usability),이식성(Portability),기능성(Functionality),신뢰성(Reliability),1,"사용성은 사용자가 쉽게 배우고 사용할 수 있는 정도를, 기능성은 요구사항을 정확히 만족하는 기능 제공 여부를, 신뢰성은 오류 없이 기능을 수행할 수 있는 정도를 나타낸다.",19,concept
76,1,ISO/IEC 9126 품질특성,"보기 중에서 ISO/IEC 9126 품질 특성 중, 사용자가 쉽게 배우고 사용할 수 있는 정도를 나타내는 것은?",이식성(Portability),사용성(Usability),신뢰성(Reliability),기능성(Functionality),2,"사용성은 사용자가 쉽게 배우고 사용할 수 있는 정도를, 기능성은 요구사항을 정확히 만족하는 기능 제공 여부를, 신뢰성은 오류 없이 기능을 수행할 수 있는 정도를 나타낸다.",19,concept
77,1,모듈화,모듈화에 대한 설명으로 옳지 않은 것은?,기능의 분리가 가능하여 인터페이스가 단순해진다.,오류의 파급 효과를 최소화할 수 있다.,모듈의 크기를 작게 나눌수록 통합 비용이 줄어든다.,프로그램의 효율적인 관리가 가능하다.,3,"모듈 크기를 너무 작게 나누면 개수가 많아져 모듈 간 통합 비용이 오히려 많이 들고, 너무 크게 나누면 통합 비용은 적지만 모듈 하나의 개발 비용이 많이 든다.",20,concept
